Name,YearPublished,GameWeight,AvgRating,MinPlayers,MaxPlayers,BestPlayers,MfgPlaytime,MfgAgeRec,category
tummple!,0,1.0,6.47169,2,10,0,20,8,misc
The Walking Dead: The Prison – Board Game,2014,2.0,6.05714,2,6,0,60,13,misc
Pizza XXL,2014,1.3333,5.02234,2,5,0,20,6,misc
Saint Petersburg (Second Edition),2014,2.6757,7.49008,2,5,4,60,13,Strategy
The Front Nine,2014,2.1,6.93686,2,4,0,45,10,misc
Shazam,2014,2.0,6.17,2,4,0,30,10,misc
Planes,2014,1.9643,5.94092,2,4,0,30,14,Family
Trains: Rising Sun,2014,2.4355,7.45612,2,4,0,45,12,Strategy
The Confederate Rebellion,2014,2.5,7.4,1,2,0,60,0,War
ESSEN,2014,2.5,5.92676,2,4,0,45,12,misc
Ascension: Realms Unraveled,2014,2.1667,7.52683,1,4,0,30,13,Strategy
Pocket Odyssey,2014,2.0,7.41389,2,4,0,120,12,misc
Superbohaterowie,2014,1.0,5.65217,2,5,0,15,6,misc
Dragon Valley,2014,1.1429,5.32052,2,4,0,20,6,misc
ESSEN The Game: SPIEL'13,2014,2.8214,6.71219,2,5,0,75,10,Thematic
Historia,2014,3.1032,6.89063,1,6,4,120,12,Strategy
Destination: Neptune,2014,2.5882,6.23425,2,4,0,90,12,misc
Corps Command: Dawn's Early Light – Red Hammer,2015,2.5,7.58974,1,2,0,240,12,misc
Alpaca Pakapaka,2013,1.0,5.93267,2,6,0,15,6,misc
Cat 10,2013,1.5,5.54583,2,6,0,15,6,misc
Dice Brewing,2014,2.4211,6.11614,2,4,0,45,12,misc
MBT (Second Edition),2016,3.8824,8.05181,2,2,0,360,0,War
Doom and Bloom SURVIVAL!,2014,2.3333,5.16667,2,4,0,40,12,misc
Five Tribes,2014,2.8545,7.77761,2,4,2,80,13,Strategy
Feed the Shoggoth!,2015,2.0,6.75,3,6,0,60,14,misc
Aetherium,2014,3.0,8.3075,2,2,0,60,12,misc
Black Fleet,2014,1.9476,7.0155,3,4,4,60,14,Family
LACORSA Grand Prix Game,2018,1.0,7.15,2,6,0,60,14,misc
New Bedford,2016,2.3556,7.09666,1,4,0,60,12,Strategy
Invasion 1066: The Battle of Hastings,2014,2.3333,7.33243,2,2,0,140,12,War
Mein erster Spieleschatz,2010,1.4,6.8206,1,6,0,5,3,Childrens
Cultists of Cthulhu,2016,3.0,6.29079,3,6,0,120,14,misc
Birth,2013,2.0,6.4054,2,3,0,5,8,misc
Victory in Europe,2015,3.2,6.98663,2,3,0,180,12,War
Viceroy,2014,2.6441,6.81889,1,4,3,60,13,Strategy
The Dauphin and the Sword,2014,2.5385,7.90789,2,2,0,0,0,War
Makin' Bacon,2012,1.0,3.54211,2,6,0,0,8,misc
Linkage: A DNA Card Game,2014,1.5,5.7964,2,4,0,20,10,misc
Krash Karts,2014,1.8333,5.78667,2,6,0,30,8,misc
Illusions of Glory: The Great War on the Eastern Front,2017,3.5385,7.35741,2,4,0,360,12,War
Pints of Blood,2014,2.0,5.88921,2,4,0,45,14,misc
Wash Dash,2014,1.0,5.66444,2,6,0,20,6,misc
What the Fake?!,2014,1.0,5.67676,3,8,0,0,10,misc
We Didn't Playtest This at All with Chaos Pack Expansion,2012,1.087,5.7889,2,10,0,10,12,misc
Barragoon,2014,2.6667,7.14111,2,2,0,120,8,Abstract
Pandemic: Contagion,2014,1.8969,6.42829,2,5,4,30,14,Family
Nations: The Dice Game,2014,2.0045,6.96409,1,4,2,40,14,misc
Heat,2015,1.625,5.95659,3,5,0,30,13,misc
Escape: The Curse of the Temple – Big Box,2014,1.4783,7.57857,1,6,0,10,8,misc
Roll For It! Express,2014,1.0833,5.85044,1,1,0,5,8,misc
Rise to Power,2014,2.3636,6.38237,2,6,0,45,12,Strategy
The Lord of the Ice Garden,2014,4.055,7.65384,1,4,4,90,14,Strategy
Teratozoic,2014,1.8889,5.5275,2,6,0,60,13,misc
DungeonQuest Revised Edition,2014,2.0278,7.09132,1,4,0,60,14,Thematic
Sheriff of Nottingham,2014,1.6541,7.12267,3,5,5,60,14,misc
Born to Serve,2019,2.0,7.62309,2,5,0,60,12,misc
Tau Ceti: Planetary Crisis,2017,3.4444,5.5712,1,5,0,120,14,Strategy
Noueni,2013,1.5,6.39634,2,4,0,30,12,misc
Henchling,2016,2.0,5.66406,2,4,0,30,10,misc
God Hates Charades,2014,2.25,6.55815,3,14,0,30,18,misc
Frankenstein's Bodies,2014,2.2,6.28283,2,6,0,60,10,misc
Star Fleet Battles (Commander's Edition),1983,4.2,7.6912,2,2,0,180,12,War
Speed Cups²,2014,1.0,6.76624,2,2,0,10,6,misc
Onward to Venus,2014,2.5854,6.86682,2,5,4,120,13,Strategy
Migration: Book II – A Saga of Conflict,2014,2.4444,7.01047,2,4,0,30,12,misc
Tanto Cuore: Oktoberfest,2016,2.2857,7.33985,2,4,0,45,13,misc
Invazions,2014,3.0,6.67143,2,4,0,45,14,misc
NHL Power Play Team-Building Card Game,2014,1.9333,6.76626,2,4,0,30,15,Strategy
MiFuChi,2013,1.3333,4.93007,2,2,0,15,6,misc
Bedpans & Broomsticks,2014,2.0,4.75379,2,5,0,60,8,misc
Tortilla de Patatas: The Game,2014,1.0769,5.76309,2,4,0,15,6,Family
1914: Glory's End / When Eagles Fight,2014,2.6,7.35517,2,2,0,240,0,War
Dragon Slayer,2014,1.0795,5.6002,2,5,0,15,14,Family
Last One Lost,2014,1.0,5.49223,2,2,0,5,6,misc
Double Feature,2015,1.0,5.90112,3,10,0,35,10,misc
Karma,2014,1.0,5.83711,2,6,0,20,8,misc
Marvel Dice Masters: Uncanny X-Men,2014,2.3684,7.19258,2,2,0,60,14,CGS
Villainy,2014,2.5,6.09075,2,4,0,90,12,misc
Lost Legacy: The Starship,2014,1.2768,6.61408,2,4,0,10,10,Family
Lost Legacy: Flying Garden,2014,1.3387,6.69831,2,4,0,10,10,misc
Zaginione Dziedzictwo: Wieża Białozłota,2015,0.0,6.26833,2,4,0,10,10,misc
Hand Made Wonders,2014,1.0,5.21167,4,8,0,15,8,misc
Minuscule,2014,1.0714,6.55053,2,6,0,15,5,misc
Stay Away!,2014,1.25,6.15173,4,12,0,60,12,Party
Coup: Deluxe Edition,2014,1.2941,7.32464,2,8,0,15,10,misc
Dogs of War,2014,2.6526,7.52314,3,5,5,75,14,Strategy
Caravelas II,2013,1.7778,6.76449,2,4,0,45,8,misc
Dragon Tides,2015,2.25,6.28182,1,5,0,60,13,misc
Quatre Batailles en Espagne,2015,3.1667,7.80508,2,4,0,0,0,War
Da Yu: The Flood Conqueror,2014,2.3333,6.55976,2,4,0,30,10,misc
Bring Out Yer Dead,2015,2.0,6.33489,2,5,0,40,12,Family
Spells of Doom,2014,3.1429,6.88214,2,4,0,60,0,misc
The Institute for Magical Arts,2015,1.8,6.8453,2,2,0,30,8,misc
Isaribi,2014,2.375,6.27079,3,5,0,45,10,misc
Billionaire Banshee,2014,1.0,6.26137,2,15,0,60,13,misc
Waggle Dance,2014,2.3115,6.99077,2,4,0,90,10,Strategy
"Rampage: The Allied Drive on Germany, August - September, 1944",2015,3.0,6.38608,1,1,0,0,0,War
18Africa,2014,3.8571,7.11842,2,7,0,240,12,misc
Hanamikoji,2013,1.7157,7.53375,2,2,2,15,10,Family
Aristo-Maze,2014,2.0,6.45,3,4,0,80,12,misc
Yardmaster Express,2014,1.0685,5.79811,2,5,0,10,6,Family
Knee Jerk,2015,1.4,5.90692,4,8,0,10,9,misc
Guerra De Mitos III,2013,2.3333,7.98136,2,6,0,20,10,misc
Guerra de Mitos IV,2014,2.3333,7.9575,2,6,0,20,10,misc
Clash of Rage,2018,2.3158,7.43986,1,4,0,90,14,misc
Quack a-doodle Moo!,2014,1.0,6.25094,3,8,0,30,7,misc
Hogger Logger,2015,1.3333,5.34238,2,6,0,20,7,misc
Psychological Warfare,2014,2.0,6.15921,2,4,0,30,12,misc
Dodekka,2014,1.0,6.25615,2,6,0,20,6,Family
Atlantic Wall: D-Day to Falaise,2014,4.8889,8.22013,2,6,0,14400,16,War
Shadow Throne,2014,1.9231,6.56043,3,5,0,30,14,misc
At Any Cost: Metz 1870,2018,3.2,8.16056,1,2,0,480,14,War
Longstreet Attacks: The Second Day at Gettysburg,2018,3.3158,8.54741,1,4,0,720,12,War
Politiko (2nd Ed),2013,0.0,6.71935,3,6,0,45,14,misc
27th Passenger: A Hunt on Rails,2014,2.0,6.79498,3,6,0,45,10,Party
Play Me: Alice in Wonderdice,2014,1.2222,5.65773,2,6,0,10,8,misc
Athlas: Duel for Divinity,2014,3.75,6.38326,2,2,0,60,12,Strategy
British vs Pirates: Volume 1,2017,2.5,7.31716,2,6,0,60,14,misc
Elevenses for One,2014,1.1905,6.17517,1,1,0,5,10,misc
Norsaga,2015,1.8333,6.37074,2,4,0,30,8,Family
Stonewall's Sword: The Battle of Cedar Mountain,2015,3.0714,8.07438,2,2,0,180,12,War
Race to Berlin,2015,2.8,7.344,2,2,0,150,14,War
Summoner Wars: Alliances Master Set,2014,2.7234,8.09808,2,4,0,45,9,CGS
Krynea Battlefield,2014,2.3571,7.11174,1,2,0,60,14,CGS
Periorbis,2017,3.7273,6.57368,2,6,0,120,13,misc
Colt Express,2014,1.8208,7.11243,2,6,5,40,10,Family
Samurai Spirit,2014,2.1351,6.6529,1,7,1,30,9,Strategy
GEM,2015,2.0,6.32571,2,4,0,15,10,misc
TAJ,2015,2.1818,6.0623,2,4,0,10,10,misc
TKO,2015,1.0,4.89832,2,2,0,5,8,misc
FLY,2015,1.0909,5.36149,2,4,0,10,8,Family
Fantasy Dice Battles,0,2.0,4.84038,2,2,0,30,8,misc
Kaleido,2013,2.0,6.212,2,5,0,30,10,misc
Maha Yodha,2014,2.125,6.21917,2,2,0,20,12,Strategy
Nautilus Industries,2015,2.4286,6.71288,2,6,0,60,8,misc
Lighthouse Run,2018,1.3333,6.5601,2,4,0,25,8,misc
Albion's Legacy,2015,3.3636,6.72608,1,4,0,90,14,Thematic
Ascension: Year One Collector's Edition,2015,2.3333,7.93029,1,6,0,30,13,misc
Adventure Time Card Wars: Princess Bubblegum vs. Lumpy Space Princess,2014,1.25,6.31572,2,2,0,30,10,misc
Blue Max: World War I Air Combat,2013,2.2609,6.56969,2,6,0,90,13,War
Hannin Wa Odoru,2013,1.1622,6.4898,3,8,0,10,8,Party
Raid & Trade,2015,2.7778,5.88033,3,5,0,90,12,Strategy
Thornwatch,2018,2.3333,6.41669,3,6,0,180,13,misc
Vikings on the Volga,2014,2.5,6.61,2,5,0,45,8,misc
The Hobbit: Enchanted Gold,2014,1.1667,5.5428,2,2,0,30,8,misc
The King's Abbey,2016,3.2051,6.91089,1,5,0,180,12,Strategy
Black Market Warehouse,2014,1.125,5.08766,2,4,0,30,14,misc
"I Say, Holmes! (Second Edition)",2014,1.6364,5.59377,3,8,0,45,13,misc
XenoShyft: Onslaught,2015,2.6486,6.94183,1,4,2,60,13,misc
Code of Nine,2012,2.3333,6.4243,3,4,0,40,13,misc
HUE,2015,1.4286,6.38378,2,5,0,10,8,Family
Battlegroup: Rule Book,2013,3.2,8.19,2,0,0,120,12,War
Bucket King 3D,2014,1.2308,6.21098,2,6,0,20,8,Family
Teddy's Colors & Shapes,2014,1.0,5.46471,1,4,0,5,2,misc
Fendo,2014,0.0,7.73836,2,2,0,45,10,Abstract
Colors of Kasane,2014,1.6667,6.78307,2,4,0,25,10,misc
Prime Climb,2014,1.375,6.26181,1,4,0,45,10,Family
Medieval Battle,2014,3.5,6.78235,2,2,0,60,14,misc
The Shadow Over Westminster,2015,2.4286,6.58231,1,4,0,60,14,misc
Portal: The Uncooperative Cake Acquisition Game,2015,2.1622,6.24222,2,4,0,45,15,Thematic
Alpha Bandits,2014,0.0,6.25,2,4,0,30,8,misc
iGranie z Gruzem,0,1.6667,5.28496,3,5,0,90,16,misc
Panthalos,2014,3.0,6.86386,2,5,0,90,12,Strategy
"Wake up, Cthulhu!",2015,1.6667,5.42201,1,4,0,30,10,misc
Galactic Sabacc,2002,1.0,6.24138,2,10,0,0,0,misc
Ortus Regni,2014,3.2333,7.59283,2,2,0,50,14,misc
Jungle Rumble,2013,2.4,6.48773,2,4,0,30,12,Strategy
Quartermaster General,2014,2.2925,7.34744,2,6,6,90,12,misc
The Game of 49,2014,1.625,6.39558,2,5,0,45,10,Family
We Didn't Playtest This Either with Blue Deck and Dice Are Fun Expansions,2012,1.1429,6.25285,2,10,0,10,12,misc
Hull Breach: Corporate Wars,2014,2.5714,6.62041,2,8,0,60,13,misc
Island Dice,2015,2.0,6.61482,2,4,0,60,12,misc
The Captain Is Dead,2014,2.3766,7.12879,2,7,4,90,14,misc
Folklore: The Affliction,2017,3.6866,7.78349,1,5,4,120,14,Thematic
Urban Panic,2014,2.0,5.56504,2,4,0,60,10,misc
AquaSphere,2014,3.6919,7.27316,2,4,4,100,12,Strategy
Operation F.A.U.S.T.,2015,1.85,6.13085,3,8,0,30,13,misc
Get Bit! Collectors Edition,2014,1.0,6.41293,2,6,0,20,8,misc
Apocalypse Universe: Galactic Arena,2014,1.3333,6.19107,2,6,0,30,10,misc
Hungry as a Bear,2014,1.0,5.56673,1,3,0,5,2,Childrens
Unicorn Glitterluck: Cloud Crystals,2014,1.0455,5.96574,2,4,0,10,3,Childrens
SOS: Sheep in Trouble,2014,1.0,5.94643,2,4,0,15,4,Childrens
Taxi Wildlife,2014,1.0,6.01086,2,4,0,10,5,misc
Dracula's Feast,2017,1.4,6.87989,4,8,0,15,10,misc
Maskmen,2014,1.5714,6.65151,2,6,0,20,9,misc
Strife: Legacy of the Eternals,2014,2.4667,6.78098,2,2,0,60,13,Strategy
Start Player Express,2014,1.1429,6.46682,2,99,0,1,8,misc
Fields of Arle,2014,3.8755,8.08523,1,2,2,120,13,Strategy
Deal: American Dream,2015,2.6667,6.48197,3,6,0,90,16,Strategy
Comanchería: The Rise and Fall of the Comanche Empire,2016,4.1392,8.0188,1,1,0,360,14,War
Rycerze i Zamki,2014,1.5,5.55196,2,4,0,15,6,misc
Speakeasy,2015,3.0,6.3125,10,30,0,75,14,misc
Tark Mees Taskus,2014,1.0,5.98333,1,10,0,15,7,misc
Sellswords,2014,1.9048,6.5491,2,2,0,15,10,misc
Hat-Trick,2014,2.7273,6.93989,2,2,0,40,14,misc
Wilki i Owce (zawiera dodatek Grube Ryby),2014,1.0,6.40755,2,4,0,30,7,misc
The King of Frontier,2013,2.0714,6.86639,2,4,0,30,10,misc
Conan,2016,2.7748,7.68846,2,5,4,90,14,Thematic
In a Bind,2015,1.0,7.09358,3,12,0,20,13,misc
Smash Up: Monster Smash,2014,2.2857,7.29895,2,2,0,45,12,misc
"Warhammer 40,000 (Seventh Edition)",2014,4.1538,6.93158,2,12,0,120,12,War
The Worst Game Ever,2014,1.1429,5.42941,2,8,0,20,8,misc
Ticket to Ride: 10th Anniversary,2014,1.9028,8.26971,2,5,4,60,8,misc
Dungeon Saga: Dwarf King's Quest,2015,2.4889,7.23863,2,5,0,120,10,Thematic
Каркассон: Королевский Подарок,2013,1.7778,7.89645,2,6,0,90,8,misc
Gods' Gambit,2014,1.5833,6.25893,2,6,0,20,0,misc
1750: Britain vs. France,2017,2.1429,6.7822,2,2,0,60,13,War
Virus the Card Game,2014,1.0,4.77778,2,4,0,15,12,misc
LUGU,2014,1.3333,6.44186,3,6,0,30,8,misc
Arcadia,2015,2.0,5.82275,2,4,0,60,8,misc
Khrysos Hunters,2014,2.0,5.61429,2,4,0,25,10,misc
Too Many Cinderellas,2014,1.3,6.36777,2,4,0,10,10,misc
Shadow of the Elder Gods,2015,2.1429,5.55523,1,4,0,20,13,misc
Wing Leader: Victories 1940-1942,2015,3.125,7.93638,2,2,0,180,0,War
Long Live the Queen,2014,1.75,6.43638,2,2,0,15,0,misc
Catalogue,2014,1.0,6.23382,2,8,0,5,5,misc
Ars Alchimia,2014,2.3333,6.69083,2,4,0,100,10,misc
Robin,2014,1.2609,5.86387,2,6,0,20,8,Family
Lost Legacy: Binbo Tantei to Inbo no Shiro,2014,1.375,7.17514,2,8,0,10,10,misc
Set Dice,2014,2.0,5.53309,1,6,0,0,8,misc
Ice Cream Combo,2014,1.0,6.325,2,6,0,15,6,misc
Onitama,2014,1.6909,7.38865,2,2,2,20,8,Abstract
Faras,2014,1.6667,5.75636,2,5,0,30,6,misc
"War in the Wind: The Battle of Attu Island, 1943",2016,2.875,6.89543,2,2,0,120,14,War
ZhanGuo,2014,3.8304,7.57869,2,4,4,120,12,Strategy
King of New York,2014,1.8584,6.94187,2,6,4,40,10,Family
The Possession,2014,2.0,6.13098,3,5,0,60,14,Thematic
Soccer Blast Pro Soccer Game,2014,2.375,8.16256,1,2,0,45,12,misc
Code Monkey Island,2014,1.5,5.54375,2,4,0,45,6,misc
Paw Patrol Adventure Game,2014,1.0,3.92492,2,6,0,20,4,misc
Crazier Eights,2014,1.0,6.31667,2,4,0,10,10,misc
GodZ,2014,3.3333,5.80538,3,5,0,90,10,misc
Simurgh,2015,2.9677,6.69585,2,5,0,90,14,Strategy
Leagues of Adventure: Rocket Race,2014,1.8,6.4625,2,6,0,20,10,misc
Versailles,2014,2.7347,6.51595,2,5,0,90,12,Strategy
BANG!: The Walking Dead,2014,1.8,6.41871,4,7,0,30,13,misc
Oklahoma Boomers,2014,2.0,6.58139,2,2,0,20,12,misc
Justice League Strategy Game,2014,2.4,6.51538,3,5,0,90,14,misc
Day of Days: The Invasion of Normandy 1944,2015,2.7059,7.5186,2,8,0,2160,12,War
Dungeon Bazar,2014,2.3333,5.78287,2,5,0,50,8,Strategy
Thunderbirds,2015,2.4935,7.55619,1,4,0,60,10,Thematic
Soqquadro,2014,1.5,6.01705,2,12,0,20,6,misc
Postcard Cthulhu,2014,2.0,5.89615,1,6,0,20,10,misc
Warmachine: High Command – Faith & Fortune,2014,2.3333,6.86452,2,4,0,45,12,misc
Town Center (Fourth Edition),2014,3.2333,6.80885,1,4,0,30,12,misc
Far Space Foundry,2015,2.7222,6.7218,1,4,0,80,10,Strategy
Oni,2014,1.625,6.248,3,6,0,30,8,misc
First to Fight,2014,2.2,6.0641,2,4,0,60,10,misc
Fidelitas,2015,1.8182,6.20493,1,4,0,30,13,misc
Cartoon Network Fluxx,2014,1.4615,5.92052,2,6,0,15,8,misc
Lanterns: The Harvest Festival,2015,1.5633,6.90299,2,4,4,30,8,Family
Stuff and Nonsense,2015,1.4286,6.42414,2,6,0,60,12,Thematic
Last Starfleet,2015,2.2,6.36053,2,6,0,90,13,misc
Scotland Rising,2014,2.0,6.51746,1,2,0,90,9,War
Dungeons & Dragons Dice Masters: Battle for Faerûn,2015,2.1864,7.2487,2,2,0,60,14,CGS
Target for Today,2017,3.4167,8.04981,1,1,0,90,12,War
Plus Ultra: The Court of the Emperor Charles V,2016,3.3636,7.3003,2,4,0,90,12,Strategy
The Badger Deck,2014,1.0,8.18378,0,0,0,0,0,misc
DC Comics Deck-Building Game: Rivals – Batman vs The Joker,2014,1.8182,7.02713,2,2,0,30,15,Thematic
Star Wars: Empire vs. Rebellion,2014,1.7407,6.29448,2,2,0,60,10,misc
Homeland: The Game,2015,2.6522,6.57072,3,6,5,90,14,misc
Stipulations,2015,1.0,6.45746,4,99,0,45,13,misc
Fleet Commander: 1 – Ignition,2014,2.5111,7.68558,2,2,0,60,12,Strategy
Speakeasy,2014,1.875,6.30365,2,2,0,30,8,misc
Dust Tactics,2014,3.0,7.32558,2,4,0,30,0,misc
Dragon Run,2014,1.4091,6.12318,2,5,0,15,8,misc
Monsoon Market,2014,2.0,6.19984,2,4,0,20,12,misc
"Pequenas Igrejas, Grandes Negócios",2014,2.0,5.47886,2,14,0,30,16,misc
The Builders: Antiquity,2015,1.9219,6.71768,2,4,0,30,10,Family
Space Movers 2201,2015,2.125,6.55551,2,7,0,60,13,misc
Paradox,2016,2.4706,7.05769,2,4,0,120,10,Strategy
LIE,2015,1.4444,6.20798,2,6,0,20,12,misc
Red7,2014,1.6938,6.90121,2,4,3,30,9,Family
Who Stole the Cookie?,2014,1.0,5.94091,3,8,0,10,13,misc
Catan: Ancient Egypt,2014,2.4737,7.26921,3,4,0,75,10,Family
The Great Debate,2015,1.1667,6.48971,3,10,0,30,12,misc
Jäger und Späher,2014,2.65,6.80077,2,2,0,60,12,Strategy
Lisboa,2017,4.5637,8.20247,1,4,3,120,12,Strategy
7 Steps,2014,1.75,6.1869,2,4,0,30,10,Abstract
Length x Wit,2014,1.8,7.20244,2,6,0,60,13,misc
Timeline: American History,2014,1.1515,6.7042,2,8,0,15,8,Family
Timeline: Americana,2014,1.1304,6.71267,2,8,0,15,8,misc
Drecksause,2014,1.0,5.27065,2,4,0,20,6,misc
[redacted],2014,2.925,6.19086,2,6,0,45,12,misc
Panzer Vor!,2014,2.1111,7.13673,2,2,0,45,0,War
Stockpile,2015,2.1053,7.52519,2,5,5,45,13,Strategy
Dungeon Lords: Happy Anniversary,2014,3.9231,8.18864,2,4,0,120,13,misc
"Omertà, el poder de la mafia",2015,2.5263,7.31292,2,5,0,90,14,Strategy
Lift Off! Get me off this Planet!,2015,1.8438,6.82655,2,5,0,45,8,Family
Le Temps des As,2014,2.6667,7.6,1,4,0,90,10,War
Rise of Cthulhu,2015,1.6667,6.54583,2,2,0,30,14,Strategy
Rumplestiltskin!,2014,1.0,5.18286,7,20,0,0,0,misc
Sword & Spear: Wargames Rules for Ancient and Medieval Battles,2014,2.6667,7.725,2,6,0,120,10,misc
TacDex: Pirates,2014,1.3333,5.47093,2,2,0,10,8,misc
New Salem,2015,1.6,6.3108,3,8,0,45,14,misc
King's Gold,2014,1.0,6.2552,2,6,0,15,8,Family
Wakanda,2014,1.5385,5.98378,2,2,0,15,8,misc
Railroads,2014,3.0,8.33441,3,5,0,120,14,misc
Little Cooperation,2012,1.0,5.99149,2,4,0,10,2,Childrens
Kremlin (Third Edition),2014,2.75,6.96429,2,6,0,90,12,misc
Hangtown,2015,3.5455,7.32635,2,6,0,90,13,misc
Avec Infini Regret,2014,3.5,7.57324,2,2,0,240,0,War
Land 6,2014,1.6667,6.1047,1,1,0,15,10,misc
Zombicide Season 3: Rue Morgue,2015,2.4868,7.54824,1,12,0,60,14,Thematic
Castle Blast,2013,1.0,5.72196,2,4,0,10,5,misc
The Quiet Year,2013,1.4,7.69945,2,4,0,180,0,Thematic
Fin Finaud questionne tout,2013,0.0,6.33281,3,7,0,30,14,misc
Irish Gauge,2014,2.3667,7.33808,3,5,4,60,12,Strategy
Rail USA,2014,2.375,6.75763,3,5,0,40,12,misc
1879: US Pacific Northwest,2014,3.5,6.7427,3,5,0,150,12,misc
Amber Route,2014,1.5,5.67959,2,4,0,60,8,misc
Camelot: The Court,2014,1.5,6.59867,2,5,0,30,10,misc
Dolmen,2015,2.6667,6.92277,2,4,0,30,10,Abstract
Switching Tracks,2015,2.3636,6.51716,2,5,0,60,10,misc
Dead Drop,2015,1.7083,6.36338,2,4,0,10,13,Family
Utter Nonsense,2014,1.0,5.48541,4,20,0,30,17,misc
Pandemic Legacy: Season 1,2015,2.8336,8.59678,2,4,4,60,13,misc
Chosŏn,2014,2.1579,6.56826,2,4,0,15,14,misc
Johari,2014,2.1538,6.30748,2,4,0,90,10,misc
Armymals,2014,2.25,6.49662,2,4,0,45,14,misc
Alchemists,2014,3.9093,7.67084,2,4,4,120,13,Strategy
Hexemonia,2014,2.6429,6.4094,2,4,0,45,13,Strategy
Steampunk Rally,2015,2.5897,7.20684,2,8,4,60,14,misc
The U.S. Civil War,2015,3.8154,8.23644,2,2,0,360,0,War
GembloQ,2014,1.3333,6.62333,2,4,0,30,8,misc
6 nimmt! Schnupperspiel,1994,0.0,7.06471,2,4,0,30,10,misc
Private Die,2016,1.3333,6.51019,2,6,0,15,10,misc
Ninja Taisen,2014,1.4211,6.38231,2,2,0,20,8,misc
Populi Turolii,2014,1.0,6.25333,3,8,0,20,8,misc
Vaults,2015,2.375,5.63877,2,4,0,30,12,misc
Deus,2014,2.8554,7.31325,2,4,3,90,14,Strategy
I Hate Zombies,2015,1.0345,5.20264,2,12,0,15,6,Party
Doodle City,2014,1.4,6.3117,1,6,0,30,8,Family
Hamsterbacke,2014,1.25,6.56454,3,5,0,20,8,Family
Schraube Locker,2014,1.0,5.91071,2,4,0,25,8,misc
Swedish Parliament 2014,2014,3.0,6.866,1,8,0,120,15,misc
Ciúb,2014,1.9167,6.13425,2,4,0,45,10,Family
Schau mal!,2012,1.25,6.17493,2,6,0,10,4,misc
Mood X,2014,1.3333,5.74808,4,8,0,20,8,misc
Temporum,2014,2.14,6.37214,2,5,0,35,13,Strategy
Super Motherload,2015,2.2833,7.37858,2,4,2,75,13,Strategy
Nightlight,2014,1.1429,6.04955,1,4,0,30,12,misc
The Draugr,2014,1.8571,6.40171,1,1,0,20,10,misc
Zik,2014,1.0,6.44056,3,16,0,30,10,misc
Mouse Guard: Swords & Strongholds,2015,1.375,7.00453,2,2,0,30,8,Abstract
Shadows Over Normandie: Achtung! Cthulhu,2015,2.7857,7.25681,2,3,0,30,14,War
Co-Mix,2014,1.125,6.00589,3,10,0,30,6,Party
Holiday Fluxx,2014,1.125,6.27126,2,5,0,20,8,misc
"Festung Europa: The Campaign for Western Europe, 1943-1945",2016,3.0,6.95699,2,2,0,240,12,War
Imperial Stars II,2014,2.5,7.16482,2,2,0,60,13,War
BattleCON: Fate of Indines,2015,3.2273,7.91384,2,2,0,60,10,Strategy
Archaeologia,2014,2.1667,6.68515,2,4,0,40,8,Family
Masmorra de DADOS,2014,2.3636,6.94401,2,5,0,30,14,Family
Rise of the Kage,2015,3.2222,6.7053,2,4,0,60,13,misc
Smash Up: Munchkin,2015,2.1786,6.59333,2,4,0,45,12,Strategy
PBL Robots,2015,1.6,5.31905,2,3,0,60,12,misc
Collapse,2015,2.3333,6.28529,2,4,0,20,8,misc
Realm of Wonder,2014,2.1905,6.0119,2,6,0,45,10,misc
Heroes,2015,2.3077,6.0877,2,4,0,30,12,misc
Santa's Bag,2014,1.3333,6.04608,2,8,0,15,7,misc
Villannex,2014,1.4,5.74532,1,4,0,15,6,misc
Secret Moon,2014,1.1818,5.72953,5,8,0,10,10,misc
1893: Cologne,2014,3.3333,7.33857,2,4,0,240,0,misc
War of the Worlds,2014,2.1429,6.74054,1,2,0,60,12,War
Victory through Industry,2014,2.2857,6.21979,2,6,0,120,10,misc
Light Rail,2014,1.3077,6.318,2,4,0,20,10,misc
Doppelgänger,2018,3.0,6.58872,4,8,0,45,10,misc
El Gaucho,2014,2.2386,6.80863,2,4,4,60,10,misc
"I, Spy",2015,3.1379,7.23384,2,4,0,90,13,Strategy
Spirit Island,2017,4.0262,8.3583,1,4,2,120,13,Strategy
Phoenix Covenant,2017,3.75,7.61395,2,4,0,90,14,misc
8 the Liar,2014,1.0,4.77105,2,8,0,15,8,misc
Ultimate Werewolf: Deluxe Edition For Kickstarter,2014,1.5,7.66099,5,75,0,90,13,misc
Chroma Cubes,2014,1.5,6.71694,2,5,0,45,6,misc
Loop Inc.,2015,2.5,6.38554,2,4,0,40,13,misc
Cartography,2015,2.0,6.18602,2,4,0,20,10,Abstract
Det dårlige selskab,2014,1.3333,6.40811,3,16,0,30,16,misc
Yomi: Round 1,2014,2.7143,7.19213,1,4,0,30,8,misc
Yomi: Round 2,2014,3.0,7.90513,1,4,0,20,0,misc
Musée,2014,1.1724,6.80988,2,4,0,30,8,Family
Mare Nostrum: War in the Mediterranean,2015,3.5,6.7551,2,3,0,600,0,War
Trickerion: Legends of Illusion,2015,4.2179,7.93155,2,4,4,180,14,Strategy
Galaxy of Trian,2014,2.55,6.47013,2,4,0,45,10,Strategy
Beyond the Rhine: The Campaign for Northwest Europe,2015,4.4286,8.44386,2,0,0,3000,15,War
