Name,YearPublished,GameWeight,AvgRating,MinPlayers,MaxPlayers,BestPlayers,MfgPlaytime,MfgAgeRec,category
Monster City Planners,2013,2.25,6.25472,2,4,0,20,12,misc
Cuba: The Splendid Little War,2013,2.8,7.24789,2,2,0,120,13,War
Pirates! Card Game,2014,2.1111,6.30214,2,6,0,30,12,misc
Hold Your Breath!,2014,1.4444,5.52016,2,4,0,20,6,misc
Roll Through the Ages: The Iron Age,2014,2.2364,6.62704,1,4,0,60,10,misc
Mad City,2014,1.6667,6.11885,1,6,0,30,8,misc
Lucca the City of Games,2013,1.75,6.10577,2,5,0,30,8,misc
Gatenkaas,2014,1.5,5.78137,2,4,0,20,6,misc
Lords of War: Templars versus Undead,2014,2.3,6.60537,2,2,0,30,12,misc
Shadows of Brimstone: Swamps of Death,2014,3.3929,8.04943,1,4,0,180,12,Thematic
Valley of the Kings,2014,2.1863,7.04015,2,4,2,45,14,Strategy
Smash Up: Science Fiction Double Feature,2014,2.2987,7.28551,2,2,0,45,12,misc
Wands,2014,1.0,4.93319,2,5,0,10,7,misc
Pathfinder Adventure Card Game: Skull & Shackles – Base Set,2014,2.9333,7.30364,1,4,3,90,13,misc
Provincia Romana,2014,2.5,6.11997,2,6,0,90,13,Strategy
Baseball Highlights: 2045,2015,2.2044,7.53594,1,4,2,45,9,misc
Gladiatoris,2009,2.8,9.22742,1,6,0,180,12,misc
Kung Fu,2013,1.3333,5.74167,2,2,0,20,8,misc
Epic Resort,2014,2.5172,6.48391,2,4,0,120,12,Strategy
Pan  T'es Mort,2013,1.4286,6.14259,2,6,0,10,8,misc
Cat & Chocolate: Business Is Business,2010,1.3333,5.99091,3,6,0,20,8,misc
Monopolino,1996,1.0,5.06556,2,4,0,40,5,misc
Veletas,2013,2.0,6.4325,2,2,0,45,5,Abstract
Greed,2014,2.0097,6.65975,2,5,4,30,10,Strategy
Castle Crush!,2013,1.4706,6.58468,1,4,0,15,8,misc
Ophir,2015,2.2,6.75385,2,4,0,60,10,misc
The Hobbit: The Desolation of Smaug,2013,1.8,6.55246,1,4,0,60,15,misc
Overlords: The Card Game,2013,1.5,6.2,2,4,0,30,12,misc
Millennium Blades,2016,3.6752,7.7204,2,5,4,120,12,Thematic
SEVEN,2013,2.0,7.38667,2,2,0,15,6,Abstract
Heads Up! Party Game,2013,1.0,5.38221,2,6,0,30,8,misc
Illegal,2014,1.2,6.10261,5,9,0,25,18,misc
Thurn und Taxis Big Box,2008,2.25,7.08927,2,4,0,60,13,misc
Bigfoot,2014,1.8571,5.5025,2,2,0,15,12,misc
Cross Hares: Testing Ground,2014,1.75,5.89007,2,4,0,60,10,misc
Creative Clash,2014,1.6667,5.95122,2,4,0,30,12,misc
La Fallera Calavera,2014,1.8333,7.12852,2,5,0,30,10,misc
Danmaku!!,2016,2.4,7.26961,4,8,0,60,0,misc
Bull Moose,2015,2.2222,7.40059,3,5,0,90,10,misc
Krosmaster: Arena – Duel Pack 1,2013,2.0,7.14005,2,2,0,10,10,misc
Il était une forêt,2013,1.5,4.94242,2,4,0,15,7,misc
Downton Abbey: The Board Game,2013,1.0,4.50943,2,6,0,0,8,misc
Golf 'n' Roll,2014,1.0,6.32703,1,4,0,45,5,misc
Scrabble Twists & Turns,2012,1.5,5.67641,2,4,0,30,10,misc
Iron & Ale,2014,1.5,5.94688,3,8,0,45,18,misc
Jane Austen's Matchmaker,2014,2.0,6.43913,3,6,0,30,8,misc
Ars Universalis,2015,2.25,7.12364,2,4,0,45,10,Family
Desert Island,2015,2.0,6.25545,4,6,0,60,8,misc
La Cosa Nostra,2014,2.6538,7.69237,3,5,4,90,16,Thematic
Oddly Obvious!,2013,1.0,6.33881,3,10,0,0,12,misc
Qwixx Card Game,2014,1.15,6.37122,2,5,0,15,8,misc
That's What She Said Game,2016,1.6667,5.46787,4,10,0,60,16,misc
Clusterf**k!,2013,1.0,4.96111,4,8,0,20,17,misc
Sign of the Pagan,2013,2.3333,7.13846,2,2,0,120,13,misc
Paul Koenig's The Bulge: 6th Panzer Army,2013,2.4286,7.15965,2,2,0,180,13,War
Trivial Pursuit: Doctor Who,2013,0.0,5.60676,2,6,0,0,12,misc
Gathering Storm,2015,4.0,6.07569,2,5,0,480,12,War
Village in a Box,2013,1.3333,6.08182,2,4,0,15,12,misc
Geared: Build Your Bike,2014,1.0,5.4052,2,4,0,20,12,misc
Evolution: Random Mutations,2013,1.6667,5.90864,2,4,0,55,12,misc
Lagoon: Land of Druids,2014,2.7273,6.26108,1,4,2,60,14,misc
Pent-Up,2014,2.0,7.3454,2,2,0,15,7,Abstract
Diamonds: Second Edition,2014,1.5536,6.92092,2,6,4,30,8,Family
Nova Aetas,2016,3.5,7.32028,1,4,0,45,12,misc
Pressure Cooker,2014,1.875,6.17662,2,4,0,45,8,misc
Pairs,2014,1.1458,6.34415,2,8,0,15,0,Family
Ultimate Werewolf,2014,1.2,6.62,5,30,0,90,13,Party
Ultimate Werewolf: Deluxe Edition,2014,1.4857,7.09378,5,75,0,30,14,Party
Cards vs Dice: Strategically Lucky,2013,1.0,5.56333,2,4,0,15,8,misc
Quizmysteriet,2013,1.0,5.41951,2,10,0,30,9,misc
Demigods Evolution,2014,3.75,5.33927,2,4,0,120,13,misc
La Patrie en Danger 1814,2014,3.1429,8.06713,1,3,0,120,14,War
Machiavelli,1940,1.7143,5.59155,2,6,0,20,6,misc
Fief: France 1429,2015,3.8,7.45612,3,6,6,240,13,Strategy
Manifest,2014,2.8,6.58,2,5,0,45,13,misc
Funny or Die,2013,1.1429,3.64626,3,6,0,0,13,misc
The Lord of the Rings: The Return of the King Deck-Building Game,2014,2.1333,7.00939,2,5,0,45,15,Thematic
Basari: Das Kartenspiel,2014,1.9375,6.56453,3,5,0,30,10,misc
Zombie-opoly,0,0.0,4.51429,2,6,0,60,8,misc
Black Stories: Medizin Edition,2014,1.0,5.72912,2,15,0,45,14,misc
Are You Normal?,2013,0.0,4.715,2,6,0,30,18,misc
Doodle Quest,2014,1.0909,6.70985,1,4,0,15,6,misc
Penguin,2007,1.0725,4.65287,2,6,0,20,8,misc
Aztack,2014,1.4,5.92725,2,4,0,15,7,misc
Thunderstone Advance: Worlds Collide,2014,2.8276,7.75201,1,5,0,60,12,misc
Conquest of Speros,2015,2.125,5.87184,2,4,0,30,10,misc
Xoom Cubes,2013,1.3333,5.43939,2,4,0,10,6,misc
Enigmàrius,2013,2.0,6.64641,1,6,0,90,10,misc
The Convicted,2014,3.8929,7.25807,1,4,0,900,12,Strategy
Shinobi WAT-AAH!,2014,1.9375,6.39034,2,4,0,45,10,misc
Knockout,2014,1.3333,6.88404,2,4,0,30,13,misc
Tales & Games: The Grasshopper & the Ant,2015,1.5455,6.23926,2,4,0,30,8,Family
Unita,2014,2.625,5.45023,2,4,0,60,13,misc
Pixel Tactics 3,2014,2.4444,7.11476,2,2,0,30,12,misc
Fish or Cut Bait,2013,1.0,5.06493,2,99,0,30,8,misc
Hawken: Real-Time Card Game,2014,1.4545,6.29081,2,2,0,30,15,misc
DogFight WW1,2013,1.0,3.9196,2,2,0,30,8,misc
The Settlers of Catan (containing 5/6 player expansion),2008,2.4,7.31277,3,6,0,75,10,misc
Omertà: Clan ohne Plan,2013,1.25,7.11818,4,9,0,20,12,misc
Koboldbande,2014,1.0,6.43955,2,4,0,20,4,Childrens
Lemminge,2014,1.4444,6.4282,2,5,0,30,8,Family
Telestrations: 12 Player Party Pack,2011,1.0732,7.7524,4,12,0,30,12,Party
Gone Viking!,2014,2.0,5.65636,3,5,0,60,10,misc
The War for Turkish Liberation,2018,3.0,6.75,1,2,0,0,0,War
Good Cop Bad Cop,2014,1.26,6.62997,4,8,6,20,12,Party
Linko!,2014,1.3991,6.99484,2,5,4,20,10,Family
Kakerlakentanz,2014,1.0,5.65077,2,6,0,20,6,misc
Heroes Wanted,2014,2.6125,6.75598,1,5,0,45,13,misc
Mensch ärgere Dich nicht: Das Kartenspiel,2014,1.75,6.05847,2,4,0,30,8,misc
Masters of the Gridiron,2014,1.7778,6.6381,2,2,0,15,8,misc
Slaughterball,2016,2.5,7.72269,2,4,0,60,14,misc
Bravest Warriors Co-operative Dice Game,2014,1.3333,5.26948,1,6,0,30,15,misc
Transylvania: Curses & Traitors,2015,2.25,5.93454,3,6,0,45,12,Thematic
Karten Kniffel,2014,1.0,5.55208,2,5,0,20,8,misc
Livestock Uprising,2014,2.5385,6.53827,2,4,0,90,14,misc
Pick-a-Seal,2014,1.0,6.32901,1,5,0,15,8,misc
Ivor the Engine,2014,1.9545,6.40278,3,5,0,60,8,Family
Nobody is Perfect: Mini Edition,2014,1.0,6.27,2,4,0,30,14,misc
Dimension,2014,1.3077,6.83973,1,4,0,30,8,Family
Query,2014,1.5,6.945,3,8,0,45,14,misc
La Bataille de Paris 1814,2013,2.125,7.36364,1,2,0,180,10,War
NichtLustig: Fäkalini,2014,1.0,5.91702,2,4,0,20,8,misc
Tangrams Competitive Party Game,1930,0.0,5.87909,1,6,0,30,0,misc
Faulpelz,2014,2.0,5.86786,2,4,0,30,8,misc
Gardens,2014,1.8085,6.605,2,4,0,45,8,Family
North Wind,2014,1.9434,6.44633,2,4,0,60,10,Family
Blöder Sack,2014,1.2,5.78382,2,4,0,25,8,misc
Japanese: The Game,2014,2.3333,5.5193,1,6,0,10,12,misc
Putz die Wutz,2014,1.3333,6.50237,2,4,0,20,6,misc
Leg los!,2014,1.0,6.69703,3,6,0,30,8,misc
Scharfe Schoten,2014,2.1667,6.73888,3,4,0,30,10,misc
Cherry Picking,2014,1.6667,6.48894,2,6,0,30,8,misc
Hedbanz Act Up!,2013,0.0,5.87174,2,6,0,30,8,misc
Age of Assassins,2013,2.0,6.61111,3,4,0,30,10,misc
Azteka,2014,2.5,5.66293,2,3,0,20,8,misc
This Town Ain't Big Enough for the 2-4 of Us,2014,1.3529,6.00756,2,4,0,15,8,misc
Kamisado Max,2014,2.0,7.39864,2,2,0,20,10,misc
Mit Mist und Tücke,2014,1.0,5.68571,2,4,0,20,5,misc
Terra,2014,1.5091,6.80818,2,6,0,60,10,Family
Out of Mine!,2014,1.25,5.62622,2,4,0,20,10,misc
Xalapa,2014,2.4286,6.63936,1,6,0,30,8,misc
Zombeasts,2014,1.6667,5.72296,2,4,0,20,8,misc
Limes,2014,1.8958,6.86387,1,2,1,20,8,Family
Oink!,2014,1.0,5.42288,2,6,0,15,6,misc
Han,2014,2.1875,7.15325,2,5,0,45,10,Strategy
Zeppelin Attack!,2014,2.3182,6.77562,2,4,0,45,12,misc
Darkest Night: Necromancer Bundle,2013,2.8,7.50847,1,4,0,150,13,misc
Pyramix,2014,1.3158,6.39209,2,4,0,15,8,Abstract
Dodge Dice,2014,1.0,5.62319,2,6,0,15,8,misc
Dr. McNinja's Legendary Showdown,2014,1.7778,6.3814,2,7,0,30,12,misc
Pie Factory,2014,1.3636,5.68444,2,4,0,30,10,misc
Fields of Despair: France 1914-1918,2017,3.2381,7.9243,2,2,0,180,13,War
Ships,2015,3.5139,6.85633,2,4,0,120,13,Strategy
Dungeon Scroll,2016,1.8,6.31964,2,6,0,30,10,misc
Nika,2014,2.2,6.55817,2,4,0,30,8,Abstract
Black Sheep and White Sheep,2014,1.125,5.49885,2,4,0,20,5,misc
Zombies!!! 13: DEFCON Z,2014,2.0,7.1425,2,6,0,60,12,misc
Room Party: The Game!,2014,0.0,5.91,2,5,0,45,13,misc
Wu Wei: Journey of the Changing Path,2014,4.0,7.185,1,6,0,90,14,misc
Ghosts Love Candy,2016,2.0,6.58337,3,6,0,45,8,misc
Spot it! Freeze,2014,1.0,6.12135,2,8,0,0,8,misc
Tic Talk,2014,1.0,5.86275,4,6,0,30,10,misc
Burgenland,2014,2.2,6.10099,2,4,0,45,8,misc
Green Deal,2014,2.9091,6.91422,3,5,0,90,10,misc
Warband: Against the Darkness,2015,2.6667,6.69703,2,5,0,60,10,Strategy
Mystery of the Abbey with The Pilgrims' Chronicles,2007,2.25,7.02183,3,6,0,90,8,misc
Sergeants D-Day,2014,3.1667,7.00676,2,4,0,90,12,War
Camel Up,2014,1.4738,7.04125,2,8,4,30,8,Family
Tortuga,2014,1.8421,5.7635,2,4,0,35,8,misc
Wanted! Dead or Alive,2004,1.75,6.60204,3,8,0,30,8,misc
Fate of the Norns: Gulveig,2014,2.0,6.70556,2,4,0,30,6,misc
Austerlitz 1805: Partie Nord,2005,3.0,7.2125,2,2,0,180,12,War
Salvation Road,2016,2.3333,6.82863,1,8,0,75,10,Thematic
"...and then, we held hands.",2015,1.7636,6.06071,2,2,0,45,12,Abstract
Pagoda,2014,1.871,6.63439,2,2,0,45,8,Family
Time's Up! Family 2,2012,0.0,7.17391,4,12,0,30,8,misc
The 7th Dwarf,2014,1.0,5.15096,1,7,0,30,7,misc
Mondo: Der rasante Legespaß,2015,1.0,5.18604,2,4,0,20,8,misc
Clairvoyance,2013,1.0,5.65,2,5,0,15,13,misc
How to Human,2014,1.0,5.05737,3,8,0,0,8,misc
Gold West,2015,2.4512,7.35539,2,4,3,60,13,Strategy
Carcassonne Limited Edition,2003,1.8333,7.98942,2,6,0,45,8,misc
1914: Germany at War,2015,2.5,8.09016,2,3,0,200,14,War
Pocket Battles: Confederacy vs Union,2014,2.0909,6.86141,2,2,0,30,13,War
7 Ronin,2013,2.2059,6.96061,2,2,0,30,14,Strategy
The Big Bang Theory: Rock! Paper! Scissors! Lizard! Spock! Dice Game,0,1.2,3.78736,2,8,0,30,10,misc
Bania,2014,2.0,5.74022,2,4,0,30,10,misc
Helios,2014,2.8614,6.75382,2,4,3,60,10,Strategy
Imperial Settlers,2014,2.7699,7.37928,1,4,2,90,10,Strategy
Menu Mash-Up,2013,0.0,7.06714,3,7,0,30,12,misc
The South Shall Rise Again,2014,1.6667,6.18605,1,4,0,30,13,War
La Isla,2014,2.252,6.87517,2,4,4,60,10,misc
Province,2014,1.8235,6.29002,2,2,0,25,13,Strategy
Samsara,2014,1.6667,6.90625,2,2,0,30,10,misc
Legends and Lies,2014,1.8333,6.89512,1,4,0,30,12,misc
Alchemy!,2014,2.4,5.69915,2,8,0,45,13,misc
The Battle at Kemble's Cascade,2014,2.5714,6.71128,1,5,0,75,13,Thematic
"Warhammer 40,000: Kill Team",2013,3.0,7.48438,2,2,0,60,12,misc
City,2014,2.8,5.99324,2,5,0,60,12,misc
Sorry! with Fire & Ice Power-ups,2013,1.0,4.96145,2,4,0,60,6,misc
Medieval Academy,2014,1.8099,6.95166,2,5,4,30,8,Family
Sheepshead,1830,3.0,8.18636,3,7,0,30,12,misc
Trekking the National Parks,2014,1.6842,6.99196,2,6,0,60,8,Family
Risk & Castle Risk,1990,2.25,6.35939,2,6,0,120,10,misc
Madame Ching,2014,2.1569,6.4657,2,4,0,45,8,Family
Akrotiri,2014,2.6562,7.22935,2,2,2,45,13,Strategy
Stalingrad: Verdun on the Volga,2017,3.1111,7.8209,2,2,0,180,12,War
Gold Ahoy!,2014,1.3125,5.39815,2,2,0,15,8,misc
Canopy Walk,2014,1.6667,5.52796,2,2,0,30,14,misc
Piña Pirata,2014,1.2432,6.07264,2,6,0,30,7,Family
Dream Heist,2014,2.0,4.31702,2,5,0,60,13,misc
Till Dawn,2014,1.4545,6.32298,4,8,0,30,8,misc
Hot Tin Roof,2014,1.9286,6.07444,3,4,0,60,10,Family
Kingsport Festival,2014,2.6237,6.68845,3,5,4,90,12,misc
Shadows of Malice,2014,3.1892,7.24985,1,8,0,120,14,Thematic
Vampir Mau Mau,2014,1.3333,5.78162,2,4,0,30,8,misc
Time Barons,2014,2.3846,7.69929,2,4,0,30,10,Strategy
Payoff Pitch Baseball,2013,3.0,8.28031,1,2,0,25,10,misc
Last Letter,2014,1.1667,5.38198,2,6,0,15,8,misc
Adventure Time Card Wars: BMO vs. Lady Rainicorn,2014,1.7692,6.24014,2,2,0,30,10,misc
Groovy Pips,2014,1.25,5.58043,2,6,0,25,8,misc
Hive Pocket,2010,2.2837,7.69946,2,2,2,20,9,misc
Desperados of Dice Town,2014,1.3902,6.16113,2,4,0,25,8,Family
Night of the Grand Octopus,2014,1.4375,5.52872,3,5,0,20,7,misc
Clue,2013,1.4167,5.88787,2,6,0,45,8,misc
Yardmaster,2014,1.2286,6.33832,2,5,0,20,8,Family
Cinelinx: A Card Game For People Who Love Movies,2014,1.75,5.53692,2,6,0,60,13,misc
Start Frei,2014,1.75,6.96833,2,4,0,30,10,misc
Castle Assault,2015,2.7143,6.39625,1,2,0,60,13,misc
Ave Cesar,2013,2.2857,6.7184,4,7,0,60,15,Strategy
Flizz & Miez,2014,1.0,5.9077,2,4,0,15,5,Childrens
Gib Gas!,2014,1.0,5.89841,2,6,0,20,8,misc
Boxes,2014,1.0,6.01461,2,8,0,30,10,misc
Kosmiczna misja,2013,1.0,5.68108,2,4,0,20,6,misc
Video Game High School,2014,2.0,6.30205,2,4,0,30,7,misc
Ice Cold Ice Hockey,2014,2.0,4.951,2,2,0,60,12,misc
AssassinCon,2016,1.0,5.79469,4,6,0,30,12,misc
Naruto Shippuden Deck-Building Game,2014,2.2222,6.83889,2,5,0,90,15,misc
Nippon,2015,3.7829,7.68168,2,4,4,120,12,Strategy
MERCS: Conflict,2014,2.4,6.02371,2,2,0,30,12,misc
Arkwright,2014,4.5708,7.84001,2,4,4,240,12,Strategy
Knuckle Sammich: A Kobolds Ate My Baby! Card Game,2013,1.0,5.53061,2,8,0,15,14,misc
Emergence Event,2015,2.875,6.6061,2,4,0,120,12,misc
"Silent Victory: U.S. Submarines in the Pacific, 1941-45",2016,2.8846,8.01889,1,2,0,180,12,War
Little Dungeon: Turtle Rock,2014,1.0,5.80476,2,5,0,15,5,misc
Voodoo,2014,1.2059,6.32714,3,6,0,30,8,Party
"Sì, Oscuro Signore! (Seconda edizione)",2005,1.2,6.18917,4,16,0,30,8,misc
Toasted or Roasted,2014,1.0,5.21471,2,4,0,0,6,misc
Click & Crack,2013,1.6667,6.09192,3,4,0,20,6,misc
Loonacy,2014,1.0952,6.35379,2,5,0,10,8,Family
Wizard's Academy,2016,3.4286,7.13975,1,6,0,180,12,misc
The Fittest,2015,1.6667,4.92683,4,6,0,45,13,misc
Diner,2014,1.2381,6.06941,2,4,0,15,13,Family
Easy Breezy Travel Agency,2014,1.2222,5.73591,2,4,0,30,10,misc
Brew Crafters: Travel Card Game,2014,1.3171,6.31046,2,4,0,30,13,misc
Isle of Trains,2014,2.0,6.79877,2,4,0,45,13,misc
Darklight: Memento Mori,2018,3.5833,8.37466,1,4,0,120,14,Thematic
Pepper & Carrot: The Potion Contest,2018,2.0,6.55493,1,4,0,30,10,misc
MERCS: Recon – Counter Threat,2015,3.2857,6.74618,1,5,0,90,12,misc
Venezia 2099,2014,1.5,5.9375,2,5,0,60,8,misc
Animals Frightening Night!,2013,1.5714,6.16272,4,10,0,20,8,misc
War of Kings,2014,3.125,7.53603,2,6,0,120,13,misc
The Magnates: A Game of Power,2014,2.3023,6.72898,2,5,0,90,10,misc
Steam Donkey,2014,2.1538,6.60977,2,4,0,45,10,misc
Lifeform,2019,3.0,7.37017,2,4,0,60,10,Thematic
Arcadia Quest,2014,2.535,7.68101,2,4,4,60,13,Thematic
POOP: The Game,2014,1.125,4.87422,2,5,0,15,5,misc
Ark of Animals,2014,1.0,5.92131,2,4,0,30,6,misc
Mars Attacks: The Dice Game,2014,1.186,5.91346,3,6,0,20,10,misc
"1066, Tears to Many Mothers",2018,2.2162,7.14017,1,2,0,60,12,War
Baby Blues,2015,1.3636,5.52478,2,4,0,30,8,misc
Subdivision,2014,2.381,6.48494,1,4,0,45,13,Family
Nobody is Perfect: 20th Anniversary Edition,2012,1.3333,6.84167,3,10,0,60,14,misc
Raiders of the Lost Tomb,2014,1.0,4.98333,1,2,0,10,13,misc
In Security,2014,1.1429,6.16209,3,6,0,20,8,misc
Pax Pamir,2015,3.6543,7.50889,2,5,4,120,12,Strategy
Guess the Mess!,2014,1.0,6.75094,3,8,0,35,10,misc
Strike A Pose,2014,1.25,6.49547,3,14,0,50,10,misc
New York 1776,2014,2.3,7.02554,2,2,0,120,13,War
Hearts of AttrAction,2014,1.0,6.35591,2,5,0,10,14,misc
Stand & Deliver,2015,1.0,5.38387,1,6,0,30,10,misc
Ca$h 'n Guns (Second Edition),2014,1.2537,6.88315,4,8,6,30,10,Party
Football Stars: Jogo de Cartas Ilustradas,2013,2.25,8.03333,2,6,0,30,8,misc
DreadBall Xtreme,2015,3.0,7.31297,2,2,0,45,0,Strategy
Red Tide West: The Cold War & World War III in Europe,2014,3.5,6.76923,1,2,0,0,0,War
Angola: Cold War Struggle in Africa,2014,3.3333,7.25714,1,2,0,360,0,War
Castles of Mad King Ludwig,2014,2.6523,7.54596,1,4,4,90,13,Strategy
Pleasant Dreams,2015,1.0833,6.00601,1,2,0,10,13,Thematic
Guild Ball,2015,3.6154,7.99239,2,2,0,60,0,CGS
The Hobbit: An Unexpected Journey Deck-Building Game,2014,2.1667,6.94732,2,5,0,45,15,misc
DC Comics Deck-Building Game: Forever Evil,2014,2.4615,7.25626,2,5,0,75,14,Thematic
"The Walking Dead ""Don't Look Back"" Dice Game",2014,1.6,5.04908,1,4,0,30,0,misc
Peasant Buffet,2015,1.3333,5.49625,2,7,0,15,0,misc
Cheesonomics,2014,1.6667,6.09914,2,5,0,20,8,misc
Game Developerz,2014,1.75,5.43,2,6,0,120,14,misc
KUNE v LAKIA: A Chronicle Of A Royal Lapine Divorce Foretold,2015,2.2857,6.4917,2,2,0,30,12,misc
Holdfast: Russia 1941-42,2014,2.1,7.72534,1,2,0,180,10,War
Jungle Speed: 20 Years,2014,1.0,6.58275,2,8,0,0,0,misc
ERA,2013,1.6667,2.33375,2,4,0,30,0,misc
Specter Ops,2015,2.3837,7.22481,2,5,3,120,13,misc
Zombies Keep Out,2014,1.9091,6.41026,1,6,0,45,8,misc
Level 7 [Invasion],2014,3.3333,6.79268,3,5,0,240,14,misc
Dungeons & Dragons: Attack Wing,2014,2.9355,7.17597,2,99,0,30,14,War
Game of Thrones: Westeros Intrigue,2014,1.0794,5.27915,2,6,0,30,8,Family
Age of War,2014,1.1028,6.44876,2,6,4,30,14,Family
Happy Birthday!,2014,1.1,5.92895,3,8,0,20,5,misc
Quarriors! Light vs. Dark,2014,2.1333,6.80696,2,4,0,30,14,misc
Evolution,2014,2.4355,7.11335,2,6,4,60,12,Strategy
Tiny Epic Defenders,2015,1.8137,6.28297,1,4,1,30,13,Strategy
Tokaido Collector's Edition,2015,2.0312,7.70065,2,5,0,45,8,misc
Stak Bots: Yellow Expansion,2014,1.0,7.07979,1,6,0,10,8,misc
Korrigans,2014,1.5333,6.28865,2,5,0,45,8,Family
Inis,2016,2.8789,7.81387,2,4,4,90,14,Strategy
Krosmaster Junior,2014,1.0,6.00556,2,4,0,15,7,misc
Krosmaster: Quest,2015,3.0833,6.83013,2,6,0,180,12,misc
Hollywood Game Night Party Game,2014,1.3333,5.81823,4,8,0,0,12,misc
Power Grid Deluxe: Europe/North America,2014,3.1955,7.99965,2,6,4,120,12,Strategy
Jugula,2014,2.25,7.66667,2,4,0,60,10,misc
Monopoly: Marvel Comics Collectors Edition,2012,1.0,5.25744,2,6,0,100,8,misc
Stac,2015,1.6667,6.92549,2,2,0,20,6,Abstract
Harbour,2015,2.0872,6.52195,1,4,2,60,10,misc
Abyss,2014,2.3365,7.33328,2,4,4,60,14,Strategy
Movie Plotz,2014,1.0,6.20312,2,12,0,15,8,misc
Mound Builders,2014,2.6316,7.14624,1,1,0,60,13,War
Port Royal,2014,1.6196,7.13468,2,5,3,50,8,Family
Turbulence,2013,1.5,5.67804,2,3,0,30,12,misc
El Cinéfilo,2013,2.0,6.46393,0,0,0,0,0,misc
Imperialism: Road to Domination,2014,3.1053,6.39597,2,4,0,90,12,Strategy
Ucho Króla,2014,2.1429,6.09882,2,6,0,45,10,misc
A Fistful of Dinero,2015,2.0,6.09365,3,6,0,45,10,misc
Sons of Anarchy: Men of Mayhem,2014,2.5294,7.28287,3,4,4,90,13,Thematic
Snake Oil: Elixir,2015,1.0,7.58012,3,8,0,30,10,misc
Dark Age Z,2015,3.0,7.2928,2,5,0,90,12,misc
Regular Show Fluxx,2014,1.4444,6.17758,2,6,0,25,8,misc
Grim End Manor,2014,1.5,6.025,2,6,0,30,12,misc
The Red Dragon's Lair,2014,1.5,6.11818,1,7,0,120,9,misc
Deception: Murder in Hong Kong,2014,1.5862,7.49217,4,12,7,20,14,Party
Happy Pigs,2013,2.3095,6.82269,2,6,0,45,8,misc
Championship Formula Racing,2017,2.6471,7.66804,1,12,0,45,13,Strategy
Eggs and Empires,2014,1.2647,6.68812,2,6,0,25,8,Family
Foretold: Rise of a God,2014,3.1429,5.97824,2,4,0,60,12,misc
Apex Theropod Deck-Building Game,2015,2.8788,7.27805,1,6,1,290,14,Thematic
Onirim (Second Edition),2014,1.5756,7.07376,1,2,1,15,10,misc
Hipster Dice,2014,1.2,4.25494,3,99,0,60,10,misc
The Black Rose,2014,1.8333,5.88551,3,5,0,20,15,misc
Heart of Crown: Fairy Garden,2013,2.7,8.29563,2,4,0,45,12,misc
Chimera,2014,2.1765,6.97325,3,3,0,45,13,Strategy
The Chronicles of Dragon Wing,2011,3.0,6.79412,2,10,0,0,0,misc
Geek Out! Pop Culture Party,2014,1.0,6.24562,2,99,0,20,10,misc
Agents Secrets,2014,2.0,6.15833,6,12,0,30,6,misc
Asking for Trobils,2015,2.0769,7.01188,2,7,0,90,12,Family
AVGhost: Paranormal Investigation,2021,2.5,7.09237,1,4,0,180,16,misc
Tutti Frutti,2014,1.0,6.03724,2,6,0,10,4,misc
Viticulture: Complete Collector's Edition,2014,3.32,8.36292,1,6,0,90,14,misc
Gloobz,2014,1.0714,6.19895,2,6,0,20,6,misc
RoboRama,2014,2.3333,6.33907,2,4,0,45,8,misc
Animal Suspect,2014,1.0,5.624,3,8,0,20,8,misc
MERCS: Recon – Assassination Protocol,2015,3.5,6.79938,1,5,0,90,12,misc
Unknown,2016,3.0667,7.62497,1,6,0,45,14,misc
March of the Ants,2015,2.6119,7.18519,1,5,0,70,13,Strategy
Greenland,2014,3.2418,6.99131,1,3,3,120,12,Thematic
Monikers,2015,1.0556,7.80156,4,16,0,60,17,Party
Super Dungeon Explore: Forgotten King,2015,3.1429,6.93199,1,6,0,120,0,misc
Zombie Island,2014,1.2,5.66581,1,4,0,30,13,misc
Lords of Xidit,2014,2.6196,7.11898,3,5,4,90,14,Strategy
Would I Lie to You?,2011,0.0,5.47949,2,8,0,0,12,misc
Dragon Line,2014,2.0,4.02727,2,2,0,20,12,misc
Caffeine Rush,2015,1.6667,4.78475,2,6,0,20,10,misc
Blood of the Werewolf,2013,1.8889,5.30959,4,9,0,10,10,misc
Legendary: A Marvel Deck Building Game – Villains,2014,2.7067,7.58636,1,5,0,45,14,misc
Doomtown: Reloaded,2014,3.5891,7.14349,2,4,2,30,12,CGS
Dino Race,2014,1.4074,6.14902,2,4,0,30,8,misc
Reglamentacja: Gra na Kartki,2014,1.2857,6.353,3,5,0,30,10,misc
The X-Files,2015,2.1,6.35092,2,5,0,90,13,misc
Kombat Kittens,2014,1.5,5.85938,2,5,0,20,9,misc
Fleets: The Pleiad Conflict,2014,3.2,6.84353,2,4,0,120,12,misc
"Warhammer 40,000: Conquest",2014,3.0373,7.36592,2,2,2,60,14,CGS
Munchkin Panic,2014,2.1,6.07269,1,6,0,60,8,Family
De Mol,2014,2.0,6.14433,3,6,0,45,12,misc
Clinic,2014,4.1389,7.12383,2,4,0,120,14,Strategy
Balance of Powers,2015,3.6364,7.6875,1,7,0,1440,0,War
Pirate Den,2015,1.2222,6.4396,3,5,0,30,14,misc
Black Orchestra,2016,2.4088,7.51831,1,5,3,90,14,Thematic
